Real,User,Sys,Algorithm,Thread_Count
7.21,42.26,6.21,LabelProp,192
9.70,36.34,4.94,LabelProp,192
5.72,33.12,4.26,LabelProp,192
5.80,35.14,4.32,LabelProp,192
9.69,34.63,4.94,LabelProp,192
