Real,User,Sys,Algorithm,Tolerance,Thread_Count
13.29,605.57,7.95,Push-Async,0.0001,192
12.34,203.88,9.42,Push-Sync,0.0001,192
13.59,913.93,8.49,Push-Async,0.0001,192
7.39,194.19,9.47,Push-Sync,0.0001,192
13.91,636.22,8.24,Push-Async,0.0001,192
11.69,207.31,8.80,Push-Sync,0.0001,192
12.23,512.96,8.64,Push-Async,0.0001,192
11.69,205.40,8.09,Push-Sync,0.0001,192
12.18,354.82,8.64,Push-Async,0.0001,192
11.72,198.31,9.27,Push-Sync,0.0001,192
