Real,User,Sys,Algorithm,Thread_Count
10.45,120.30,7.02,nodeIterator,192
10.47,119.10,7.21,nodeIterator,192
6.62,113.84,6.82,nodeIterator,192
11.08,125.41,8.18,nodeIterator,192
7.66,122.01,7.55,nodeIterator,192
