Real,User,Sys,Algorithm,Thread_Count
5.35,41.45,8.18,LabelProp,192
5.55,43.39,6.96,LabelProp,192
5.38,43.01,7.68,LabelProp,192
5.37,43.20,7.38,LabelProp,192
5.33,43.83,7.62,LabelProp,192
