Real,User,Sys,Algorithm,Thread_Count
6.09,49.27,4.72,orderedCount,192
9.71,54.17,5.21,orderedCount,192
10.35,50.93,4.46,orderedCount,192
5.89,51.96,4.78,orderedCount,192
10.25,47.88,4.93,orderedCount,192
