Real,User,Sys,Algorithm,Thread_Count
5.62,73.23,7.20,nodeIterator,192
5.63,76.44,7.30,nodeIterator,192
5.62,76.10,7.02,nodeIterator,192
6.30,77.14,7.12,nodeIterator,192
5.67,76.50,7.23,nodeIterator,192
