Real,User,Sys,Algorithm,Tolerance,Thread_Count
25.39,2746.18,40.19,Push-Async,0.0001,192
16.78,843.47,37.65,Push-Sync,0.0001,192
24.16,2338.76,43.27,Push-Async,0.0001,192
13.45,809.41,37.47,Push-Sync,0.0001,192
30.63,3597.20,49.62,Push-Async,0.0001,192
18.52,732.59,37.02,Push-Sync,0.0001,192
32.12,4277.42,53.67,Push-Async,0.0001,192
18.65,879.31,38.72,Push-Sync,0.0001,192
28.64,3734.94,51.50,Push-Async,0.0001,192
19.54,795.56,38.67,Push-Sync,0.0001,192
