Real,User,Sys,Algorithm,Thread_Count
194.84,10866.85,243.12,orderedCount,192
137.07,7373.21,154.73,orderedCount,192
197.50,10444.15,217.07,orderedCount,192
124.73,8790.05,186.07,orderedCount,192,orderedCount,192
109.35,7835.88,163.22,orderedCount,192,orderedCount,192
120.38,8647.59,178.72,orderedCount,192,orderedCount,192
139.22,9140.03,131.97,orderedCount,192
