Real,User,Sys,Algorithm,Thread_Count,nodeIterator,192,nodeIterator,192
1205.74,111156.61,140.39,nodeIterator,192,nodeIterator,192
1161.90,105149.05,143.68,nodeIterator,192,nodeIterator,192
1193.91,110043.89,141.39,nodeIterator,192,nodeIterator,192
1168.31,102545.17,134.39,nodeIterator,192,nodeIterator,192
