Real,User,Sys,Algorithm,Thread_Count
10.31,48.79,5.07,edgeIterator,192
6.91,68.28,5.63,edgeIterator,192
6.33,54.08,5.03,edgeIterator,192
5.86,49.05,4.38,edgeIterator,192
6.27,53.40,4.70,edgeIterator,192
