Real,User,Sys,Algorithm,Vertex_ID,Thread_Count,SERIAL,44111,192
18.15,173.89,7.92,SERIAL,44111,192
13.87,160.15,7.73,SERIAL,44111,192
17.69,171.73,8.56,SERIAL,44111,192
13.97,171.16,7.65,SERIAL,3198169,192
18.16,179.25,8.52,SERIAL,3198169,192
14.27,159.68,8.11,SERIAL,3198169,192
17.93,174.84,8.02,SERIAL,3198169,192
14.02,163.57,7.95,SERIAL,3198169,192
14.39,166.30,7.90,SERIAL,710371,192
14.14,168.75,8.75,SERIAL,710371,192
14.15,176.24,7.87,SERIAL,710371,192
14.08,166.29,8.90,SERIAL,710371,192
13.89,167.31,8.76,SERIAL,710371,192
16.89,174.44,8.28,SERIAL,1535826,192
13.96,172.65,8.09,SERIAL,1535826,192
14.10,173.02,8.12,SERIAL,1535826,192
19.03,159.76,8.14,SERIAL,1535826,192
13.96,160.15,7.65,SERIAL,1535826,192
14.12,175.21,8.27,SERIAL,1484355,192
16.94,170.29,8.27,SERIAL,1484355,192
13.92,164.91,7.84,SERIAL,1484355,192
14.01,194.62,7.82,SERIAL,1484355,192
13.79,171.18,8.71,SERIAL,1484355,192
13.93,170.46,8.58,SERIAL,3565353,192
13.79,176.08,8.01,SERIAL,3565353,192
13.98,167.93,8.44,SERIAL,3565353,192
14.77,170.58,8.85,SERIAL,3565353,192
14.02,159.25,8.03,SERIAL,3565353,192
