Real,User,Sys,Algorithm,Thread_Count
10.85,111.75,8.20,orderedCount,192
10.80,111.62,9.42,orderedCount,192
11.04,130.65,8.24,orderedCount,192
10.98,114.18,8.66,orderedCount,192
10.90,118.02,8.03,orderedCount,192
