Real,User,Sys,Algorithm,Tolerance,Thread_Count
22.25,1808.67,51.55,Async-Pull,0.0001,192
26.93,2764.31,65.75,Pull-Residual,0.0001,192
24.27,1776.71,48.98,Async-Pull,0.0001,192
27.46,2735.50,70.83,Pull-Residual,0.0001,192
18.73,1954.51,48.49,Async-Pull,0.0001,192
23.34,2767.44,58.35,Pull-Residual,0.0001,192
18.27,1858.11,48.17,Async-Pull,0.0001,192
23.73,2762.86,68.76,Pull-Residual,0.0001,192
17.80,1848.89,50.87,Async-Pull,0.0001,192
23.32,2800.90,68.09,Pull-Residual,0.0001,192
