Real,User,Sys,Algorithm,Tolerance,Thread_Count
73.60,10162.65,138.54,Push-Async,0.0001,192
44.58,4802.75,111.01,Push-Sync,0.0001,192
69.04,7015.84,98.99,Push-Async,0.0001,192
43.50,4771.91,110.75,Push-Sync,0.0001,192
82.55,11340.94,154.26,Push-Async,0.0001,192
47.64,4828.44,110.40,Push-Sync,0.0001,192
59.46,7554.69,109.79,Push-Async,0.0001,192
45.08,4939.19,112.44,Push-Sync,0.0001,192
68.26,7372.97,121.85,Push-Async,0.0001,192
44.31,4895.96,108.53,Push-Sync,0.0001,192
