Real,User,Sys,Algorithm,Vertex_ID,Thread_Count
failed to set report: 1 or failed to set source: 0
Command terminated by signal 6
9.11,0.73,4.31,SERIAL,0,192
failed to set report: 1 or failed to set source: 0
Command terminated by signal 6
9.07,0.86,3.83,SERIAL,0,192
failed to set report: 1 or failed to set source: 0
Command terminated by signal 6
9.08,0.85,4.06,SERIAL,0,192
failed to set report: 1 or failed to set source: 0
Command terminated by signal 6
5.29,0.78,4.02,SERIAL,0,192
failed to set report: 1 or failed to set source: 0
Command terminated by signal 6
5.68,1.35,3.87,SERIAL,0,192
failed to set report: 1 or failed to set source: 798169
Command terminated by signal 6
5.28,0.68,4.12,SERIAL,798169,192
failed to set report: 1 or failed to set source: 798169
Command terminated by signal 6
5.42,1.09,3.79,SERIAL,798169,192
failed to set report: 1 or failed to set source: 798169
Command terminated by signal 6
5.17,0.74,4.07,SERIAL,798169,192
failed to set report: 1 or failed to set source: 798169
Command terminated by signal 6
5.36,0.97,3.98,SERIAL,798169,192
failed to set report: 1 or failed to set source: 798169
Command terminated by signal 6
5.19,0.90,3.75,SERIAL,798169,192
failed to set report: 1 or failed to set source: 1
Command terminated by signal 6
5.31,1.00,3.80,SERIAL,1,192
failed to set report: 1 or failed to set source: 1
Command terminated by signal 6
5.17,0.73,3.93,SERIAL,1,192
failed to set report: 1 or failed to set source: 1
Command terminated by signal 6
5.40,1.07,3.85,SERIAL,1,192
failed to set report: 1 or failed to set source: 1
Command terminated by signal 6
5.22,0.79,3.94,SERIAL,1,192
failed to set report: 1 or failed to set source: 1
Command terminated by signal 6
5.17,0.77,3.87,SERIAL,1,192
failed to set report: 1 or failed to set source: 165871037
Command terminated by signal 6
5.23,0.64,3.91,SERIAL,165871037,192
failed to set report: 1 or failed to set source: 165871037
Command terminated by signal 6
5.30,0.92,3.72,SERIAL,165871037,192
failed to set report: 1 or failed to set source: 165871037
Command terminated by signal 6
5.48,0.81,4.06,SERIAL,165871037,192
failed to set report: 1 or failed to set source: 165871037
Command terminated by signal 6
5.77,0.88,4.18,SERIAL,165871037,192
failed to set report: 1 or failed to set source: 165871037
Command terminated by signal 6
9.09,0.71,4.13,SERIAL,165871037,192
failed to set report: 1 or failed to set source: 20052994
Command terminated by signal 6
5.49,0.78,4.13,SERIAL,20052994,192
failed to set report: 1 or failed to set source: 20052994
Command terminated by signal 6
5.26,0.77,3.94,SERIAL,20052994,192
failed to set report: 1 or failed to set source: 20052994
Command terminated by signal 6
5.29,0.78,4.03,SERIAL,20052994,192
failed to set report: 1 or failed to set source: 20052994
Command terminated by signal 6
5.84,0.77,4.30,SERIAL,20052994,192
failed to set report: 1 or failed to set source: 20052994
Command terminated by signal 6
5.65,0.67,4.37,SERIAL,20052994,192
failed to set report: 1 or failed to set source: 144938456
Command terminated by signal 6
5.78,1.02,3.94,SERIAL,144938456,192
failed to set report: 1 or failed to set source: 144938456
Command terminated by signal 6
9.16,1.01,3.88,SERIAL,144938456,192
failed to set report: 1 or failed to set source: 144938456
Command terminated by signal 6
9.05,1.06,3.77,SERIAL,144938456,192
failed to set report: 1 or failed to set source: 144938456
Command terminated by signal 6
9.19,0.80,4.06,SERIAL,144938456,192
failed to set report: 1 or failed to set source: 144938456
Command terminated by signal 6
5.85,0.88,4.21,SERIAL,144938456,192
failed to set report: 1 or failed to set source: 38031160
Command terminated by signal 6
5.17,0.52,4.12,SERIAL,38031160,192
failed to set report: 1 or failed to set source: 38031160
Command terminated by signal 6
5.66,0.96,3.85,SERIAL,38031160,192
failed to set report: 1 or failed to set source: 38031160
Command terminated by signal 6
9.06,0.63,4.17,SERIAL,38031160,192
failed to set report: 1 or failed to set source: 38031160
Command terminated by signal 6
9.04,0.74,4.06,SERIAL,38031160,192
failed to set report: 1 or failed to set source: 38031160
Command terminated by signal 6
9.12,0.62,4.20,SERIAL,38031160,192
failed to set report: 1 or failed to set source: 4163428
Command terminated by signal 6
5.95,0.79,4.39,SERIAL,4163428,192
failed to set report: 1 or failed to set source: 4163428
Command terminated by signal 6
9.30,0.67,4.19,SERIAL,4163428,192
failed to set report: 1 or failed to set source: 4163428
Command terminated by signal 6
5.48,1.03,3.93,SERIAL,4163428,192
failed to set report: 1 or failed to set source: 4163428
Command terminated by signal 6
5.28,0.80,3.79,SERIAL,4163428,192
failed to set report: 1 or failed to set source: 4163428
Command terminated by signal 6
5.40,1.03,3.76,SERIAL,4163428,192
failed to set report: 1 or failed to set source: 135129017
Command terminated by signal 6
5.45,0.83,3.89,SERIAL,135129017,192
failed to set report: 1 or failed to set source: 135129017
Command terminated by signal 6
5.12,0.71,3.86,SERIAL,135129017,192
failed to set report: 1 or failed to set source: 135129017
Command terminated by signal 6
5.58,0.95,3.82,SERIAL,135129017,192
failed to set report: 1 or failed to set source: 135129017
Command terminated by signal 6
9.23,0.68,4.20,SERIAL,135129017,192
failed to set report: 1 or failed to set source: 135129017
Command terminated by signal 6
9.08,0.77,4.07,SERIAL,135129017,192
failed to set report: 1 or failed to set source: 17275156
Command terminated by signal 6
5.09,0.79,3.79,SERIAL,17275156,192
failed to set report: 1 or failed to set source: 17275156
Command terminated by signal 6
9.11,0.70,4.13,SERIAL,17275156,192
failed to set report: 1 or failed to set source: 17275156
Command terminated by signal 6
9.18,1.03,3.90,SERIAL,17275156,192
failed to set report: 1 or failed to set source: 17275156
Command terminated by signal 6
5.13,0.84,3.84,SERIAL,17275156,192
failed to set report: 1 or failed to set source: 17275156
Command terminated by signal 6
9.16,0.83,4.11,SERIAL,17275156,192
failed to set report: 1 or failed to set source: 192385573
Command terminated by signal 6
9.11,0.68,4.22,SERIAL,192385573,192
failed to set report: 1 or failed to set source: 192385573
Command terminated by signal 6
5.07,0.90,3.71,SERIAL,192385573,192
failed to set report: 1 or failed to set source: 192385573
Command terminated by signal 6
9.19,0.71,4.16,SERIAL,192385573,192
failed to set report: 1 or failed to set source: 192385573
Command terminated by signal 6
9.06,0.71,4.15,SERIAL,192385573,192
failed to set report: 1 or failed to set source: 192385573
Command terminated by signal 6
5.05,0.72,3.85,SERIAL,192385573,192
failed to set report: 1 or failed to set source: 151198018
Command terminated by signal 6
9.14,0.77,4.10,SERIAL,151198018,192
failed to set report: 1 or failed to set source: 151198018
Command terminated by signal 6
9.15,0.84,4.03,SERIAL,151198018,192
failed to set report: 1 or failed to set source: 151198018
Command terminated by signal 6
5.05,0.74,3.83,SERIAL,151198018,192
failed to set report: 1 or failed to set source: 151198018
