Real,User,Sys,Algorithm,Thread_Count
540.85,43577.17,419.58,edgeIterator,192
303.38,40035.30,200.16,edgeIterator,192,edgeIterator,192
457.67,41038.26,265.58,edgeIterator,192,edgeIterator,192
424.73,40112.56,229.71,edgeIterator,192,edgeIterator,192
447.56,40593.38,239.16,edgeIterator,192,edgeIterator,192
306.73,40938.63,211.25,edgeIterator,192
