Real,User,Sys,Algorithm,Thread_Count
34.04,1238.82,48.15,orderedCount,192
35.51,1566.01,44.95,orderedCount,192
21.08,1171.34,41.72,orderedCount,192,orderedCount,192
21.37,1152.28,45.11,orderedCount,192,orderedCount,192
21.13,1135.80,42.87,orderedCount,192,orderedCount,192
28.06,1237.15,44.41,orderedCount,192,orderedCount,192
