Real,User,Sys,Algorithm,Thread_Count
9.12,652.32,7.64,edgeIterator,192
9.11,654.06,8.48,edgeIterator,192
8.98,652.35,8.73,edgeIterator,192
8.95,653.91,8.32,edgeIterator,192
9.36,662.55,7.65,edgeIterator,192
