Real,User,Sys,Algorithm,Thread_Count
9.71,228.22,32.20,LabelProp,192
14.25,305.50,32.44,LabelProp,192
26.31,316.01,46.76,LabelProp,192
26.54,312.49,36.44,LabelProp,192
23.26,336.48,44.15,LabelProp,192
