Real,User,Sys,Algorithm,Thread_Count
10.54,95.60,6.96,edgeIterator,192
6.59,104.93,6.73,edgeIterator,192
10.45,99.52,7.03,edgeIterator,192
6.65,91.63,7.08,edgeIterator,192
10.99,91.38,6.87,edgeIterator,192
